awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,prize_links,category,categoryFullName,motivation,topMotivation,laureates.id,gender,laureate_links,knownName,givenName,familyName,fullName,birth.date,birth.place.city,birth.place.country,birth.place.cityNow,birth.place.countryNow,birth.place.continent,birth.place.locationString,death.date,death.place.city,death.place.country,death.place.cityNow,death.place.countryNow,death.place.continent,death.place.locationString,affiliation.1.name,affiliation.1.nameNow,affiliation.1.city,affiliation.1.country,affiliation.1.cityNow,affiliation.1.countryNow,affiliation.1.locationString,affiliation.2.name,affiliation.2.nameNow,affiliation.2.city,affiliation.2.country,affiliation.2.cityNow,affiliation.2.countryNow,affiliation.2.locationString,affiliation.3.name,affiliation.3.nameNow,affiliation.3.locationString,affiliation.3.city,affiliation.3.country,affiliation.3.cityNow,affiliation.3.countryNow,affiliation.4.name,affiliation.4.nameNow,affiliation.4.city,affiliation.4.country,affiliation.4.cityNow,affiliation.4.countryNow,affiliation.4.locationString,residence.1.country,residence.1.countryNow,residence.1.locationString,residence.1.city,residence.1.cityNow,residence.2.country,residence.2.countryNow,residence.2.locationString,acronym,orgName,founded.year,founded.place.city,founded.place.country,founded.place.cityNow,founded.place.countryNow,founded.place.continent,founded.place.locationString,nativeName,penName,foundedCountry,foundedCountryNow,foundedContinent
1985,1,1/2,1985-10-15,received,1800000,3913667,https://www.nobelprize.org/prizes/chemistry/1985/summary/,Chemistry,The Nobel Prize in Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,,262,male,https://www.nobelprize.org/laureate/262,Herbert A. Hauptman,Herbert A.,Hauptman,Herbert A. Hauptman,1917-02-14,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",2011-10-23,"Buffalo, NY",USA,"Buffalo, NY",USA,North America,"Buffalo, NY, USA",The Medical Foundation of Buffalo,The Medical Foundation of Buffalo,"Buffalo, NY",USA,"Buffalo, NY",USA,"Buffalo, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,2,1/2,1985-10-15,received,1800000,3913667,https://www.nobelprize.org/prizes/chemistry/1985/summary/,Chemistry,The Nobel Prize in Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,,263,male,https://www.nobelprize.org/laureate/263,Jerome Karle,Jerome,Karle,Jerome Karle,1918-06-18,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",2013-06-06,"Annandale, VA",USA,"Annandale, VA",USA,North America,"Annandale, VA, USA",US Naval Research Laboratory,US Naval Research Laboratory,"Washington, DC",USA,"Washington, DC",USA,"Washington, DC, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,1,1,1985-10-15,received,1800000,3913667,https://www.nobelprize.org/prizes/economic-sciences/1985/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his pioneering analyses of saving and of financial markets,,699,male,https://www.nobelprize.org/laureate/699,Franco Modigliani,Franco,Modigliani,Franco Modigliani,1918-06-18,Rome,Italy,Rome,Italy,Europe,"Rome, Italy",2003-09-25,"Cambridge, MA",USA,"Cambridge, MA",USA,North America,"Cambridge, MA, USA",Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,1,1,,received,1800000,3913667,https://www.nobelprize.org/prizes/literature/1985/summary/,Literature,The Nobel Prize in Literature,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,,662,male,https://www.nobelprize.org/laureate/662,Claude Simon,Claude,Simon,Claude Simon,1913-10-10,Tananarive,Madagascar,Antananarivo,Madagascar,Africa,"Tananarive (now Antananarivo), Madagascar",2005-07-06,Paris,France,Paris,France,Europe,"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,1,1,1985-10-05,received,1800000,3913667,https://www.nobelprize.org/prizes/peace/1985/summary/,Peace,The Nobel Peace Prize,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war,,547,,https://www.nobelprize.org/laureate/547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPPNW,International Physicians for the Prevention of Nuclear War,1980,"Boston, MA",USA,"Boston, MA",USA,North America,"Boston, MA, USA",International Physicians for the Prevention of Nuclear War,,,,
1985,1,1,1985-10-16,received,1800000,3913667,https://www.nobelprize.org/prizes/physics/1985/summary/,Physics,The Nobel Prize in Physics,for the discovery of the quantized Hall effect,,126,male,https://www.nobelprize.org/laureate/126,Klaus von Klitzing,Klaus,von Klitzing,Klaus von Klitzing,1943-06-28,Schroda,German-occupied Poland,Schroda,Poland,Europe,"Schroda, German-occupied Poland (now Poland)",,,,,,,,Max-Planck-Institut für Festkörperforschung,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,Stuttgart,Germany,"Stuttgart, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,2,1/2,,received,1800000,3913667,https://www.nobelprize.org/prizes/medicine/1985/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism,,433,male,https://www.nobelprize.org/laureate/433,Joseph L. Goldstein,Joseph L.,Goldstein,Joseph L. Goldstein,1940-04-18,"Sumter, SC",USA,"Sumter, SC",USA,North America,"Sumter, SC, USA",,,,,,,,University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,"Dallas, TX",USA,"Dallas, TX, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,1,1/2,,received,1800000,3913667,https://www.nobelprize.org/prizes/medicine/1985/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism,,432,male,https://www.nobelprize.org/laureate/432,Michael S. Brown,Michael S.,Brown,Michael S. Brown,1941-04-13,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",,,,,,,,University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,"Dallas, TX",USA,"Dallas, TX, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1,1/3,1986-10-15,received,2000000,4172678,https://www.nobelprize.org/prizes/chemistry/1986/summary/,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the dynamics of chemical elementary processes,,264,male,https://www.nobelprize.org/laureate/264,Dudley R. Herschbach,Dudley R.,Herschbach,Dudley R. Herschbach,1932-06-18,"San José, CA",USA,"San José, CA",USA,North America,"San José, CA, USA",,,,,,,,Harvard University,Harvard University,"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,France,France,France,,,,,,,,,,,,,,,,,,,
1986,3,1/3,1986-10-15,received,2000000,4172678,https://www.nobelprize.org/prizes/chemistry/1986/summary/,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the dynamics of chemical elementary processes,,266,male,https://www.nobelprize.org/laureate/266,John C. Polanyi,John C.,Polanyi,John C. Polanyi,1929-01-23,Berlin,Germany,Berlin,Germany,Europe,"Berlin, Germany",,,,,,,,University of Toronto,University of Toronto,Toronto,Canada,Toronto,Canada,"Toronto, Canada",,,,,,,,,,,,,,,,,,,,,,USA,USA,USA,,,,,,,,,,,,,,,,,,,
1986,2,1/3,1986-10-15,received,2000000,4172678,https://www.nobelprize.org/prizes/chemistry/1986/summary/,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the dynamics of chemical elementary processes,,265,male,https://www.nobelprize.org/laureate/265,Yuan T. Lee,Yuan T.,Lee,Yuan T. Lee,1936-11-19,Hsinchu,Taiwan,Hsinchu,Taiwan,Asia,"Hsinchu, Taiwan",,,,,,,,University of California,University of California,"Berkeley, CA",USA,"Berkeley, CA",USA,"Berkeley, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1,1,1986-10-16,received,2000000,4172678,https://www.nobelprize.org/prizes/economic-sciences/1986/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,,700,male,https://www.nobelprize.org/laureate/700,James M. Buchanan Jr.,James M.,Buchanan Jr.,James M. Buchanan Jr.,1919-10-03,"Murfreesboro, TN",USA,"Murfreesboro, TN",USA,North America,"Murfreesboro, TN, USA",2013-01-09,"Blacksburg, VA",USA,"Blacksburg, VA",USA,North America,"Blacksburg, VA, USA",Center for Study of Public Choice,Center for Study of Public Choice,"Fairfax, VA",USA,"Fairfax, VA",USA,"Fairfax, VA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1,1,,received,2000000,4172678,https://www.nobelprize.org/prizes/literature/1986/summary/,Literature,The Nobel Prize in Literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,,663,male,https://www.nobelprize.org/laureate/663,Wole Soyinka,Wole,Soyinka,Wole Soyinka,1934-07-13,Abeokuta,Nigeria,Abeokuta,Nigeria,Africa,"Abeokuta, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1,1,1986-10-14,received,2000000,4172678,https://www.nobelprize.org/prizes/peace/1986/summary/,Peace,The Nobel Peace Prize,"for being a messenger to mankind: his message is one of peace, atonement and dignity",,548,male,https://www.nobelprize.org/laureate/548,Elie Wiesel,Elie,Wiesel,Elie Wiesel,1928-09-30,Sighet,Romania,Sighet,Romania,Europe,"Sighet, Romania",2016-07-02,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1,1/2,1986-10-15,received,2000000,4172678,https://www.nobelprize.org/prizes/physics/1986/summary/,Physics,The Nobel Prize in Physics,"for his fundamental work in electron optics, and for the design of the first electron microscope",,127,male,https://www.nobelprize.org/laureate/127,Ernst Ruska,Ernst,Ruska,Ernst Ruska,1906-12-25,Heidelberg,Germany,Heidelberg,Germany,Europe,"Heidelberg, Germany",1988-05-27,West Berlin,Germany,West Berlin,Germany,Europe,"West Berlin, Germany",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,Berlin,Germany,"Berlin, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,2,1/4,1986-10-15,received,2000000,4172678,https://www.nobelprize.org/prizes/physics/1986/summary/,Physics,The Nobel Prize in Physics,for their design of the scanning tunneling microscope,,128,male,https://www.nobelprize.org/laureate/128,Gerd Binnig,Gerd,Binnig,Gerd Binnig,1947-07-20,Frankfurt-on-the-Main,West Germany,Frankfurt-on-the-Main,Germany,Europe,"Frankfurt-on-the-Main, West Germany (now Germany)",,,,,,,,IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Rüschlikon,Switzerland,"Rüschlikon, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,3,1/4,1986-10-15,received,2000000,4172678,https://www.nobelprize.org/prizes/physics/1986/summary/,Physics,The Nobel Prize in Physics,for their design of the scanning tunneling microscope,,129,male,https://www.nobelprize.org/laureate/129,Heinrich Rohrer,Heinrich,Rohrer,Heinrich Rohrer,1933-06-06,Buchs,Switzerland,Buchs,Switzerland,Europe,"Buchs, Switzerland",2013-05-16,Wollerau,Switzerland,Wollerau,Switzerland,Europe,"Wollerau, Switzerland",IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Rüschlikon,Switzerland,"Rüschlikon, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,2,1/2,,received,2000000,4172678,https://www.nobelprize.org/prizes/medicine/1986/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of growth factors,,435,female,https://www.nobelprize.org/laureate/435,Rita Levi-Montalcini,Rita,Levi-Montalcini,Rita Levi-Montalcini,1909-04-22,Turin,Italy,Turin,Italy,Europe,"Turin, Italy",2012-12-30,Rome,Italy,Rome,Italy,Europe,"Rome, Italy",Institute of Cell Biology of the C.N.R.,Institute of Cell Biology of the C.N.R.,Rome,Italy,Rome,Italy,"Rome, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1,1/2,,received,2000000,4172678,https://www.nobelprize.org/prizes/medicine/1986/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of growth factors,,434,male,https://www.nobelprize.org/laureate/434,Stanley Cohen,Stanley,Cohen,Stanley Cohen,1922-11-17,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America,"Brooklyn, NY, USA",2020-02-05,"Nashville, TN",USA,"Nashville, TN",USA,North America,"Nashville, TN, USA",Vanderbilt University School of Medicine,Vanderbilt University School of Medicine,"Nashville, TN",USA,"Nashville, TN",USA,"Nashville, TN, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,3,1/3,1987-10-14,received,2175000,4352280,https://www.nobelprize.org/prizes/chemistry/1987/summary/,Chemistry,The Nobel Prize in Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,,269,male,https://www.nobelprize.org/laureate/269,Charles J. Pedersen,Charles J.,Pedersen,Charles J. Pedersen,1904-10-03,Pusan,Korea,Pusan,South Korea,Asia,"Pusan, Korea (now South Korea)",1989-10-26,"Salem, NJ",USA,"Salem, NJ",USA,North America,"Salem, NJ, USA",Du Pont,Du Pont,"Wilmington, DE",USA,"Wilmington, DE",USA,"Wilmington, DE, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1,1/3,1987-10-14,received,2175000,4352280,https://www.nobelprize.org/prizes/chemistry/1987/summary/,Chemistry,The Nobel Prize in Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,,267,male,https://www.nobelprize.org/laureate/267,Donald J. Cram,Donald J.,Cram,Donald J. Cram,1919-04-22,"Chester, VT",USA,"Chester, VT",USA,North America,"Chester, VT, USA",2001-06-17,"Palm Desert, CA",USA,"Palm Desert, CA",USA,North America,"Palm Desert, CA, USA",University of California,University of California,"Los Angeles, CA",USA,"Los Angeles, CA",USA,"Los Angeles, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,2,1/3,1987-10-14,received,2175000,4352280,https://www.nobelprize.org/prizes/chemistry/1987/summary/,Chemistry,The Nobel Prize in Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,,268,male,https://www.nobelprize.org/laureate/268,Jean-Marie Lehn,Jean-Marie,Lehn,Jean-Marie Lehn,1939-09-30,Rosheim,France,Rosheim,France,Europe,"Rosheim, France",,,,,,,,Université Louis Pasteur,Université Louis Pasteur,Strasbourg,France,Strasbourg,France,"Strasbourg, France",Collège de France,Collège de France,Paris,France,Paris,France,"Paris, France",,,,,,,,,,,,,,,Finland,Finland,Finland,,,,,,,,,,,,,,,,,,,
1987,1,1,1987-10-21,received,2175000,4352280,https://www.nobelprize.org/prizes/economic-sciences/1987/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his contributions to the theory of economic growth,,701,male,https://www.nobelprize.org/laureate/701,Robert M. Solow,Robert M.,Solow,Robert M. Solow,1924-08-23,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America,"Brooklyn, NY, USA",,,,,,,,Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1,1,,received,2175000,4352280,https://www.nobelprize.org/prizes/literature/1987/summary/,Literature,The Nobel Prize in Literature,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",,664,male,https://www.nobelprize.org/laureate/664,Joseph Brodsky,Joseph,Brodsky,Joseph Brodsky,1940-05-24,Leningrad,USSR,St. Petersburg,Russia,Europe,"Leningrad, USSR (now St. Petersburg, Russia)",1996-01-28,"New York, NY",USA,"New York, NY",USA,North America,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1,1,1987-10-13,received,2175000,4352280,https://www.nobelprize.org/prizes/peace/1987/summary/,Peace,The Nobel Peace Prize,for his work for lasting peace in Central America,,549,male,https://www.nobelprize.org/laureate/549,Oscar Arias Sánchez,Oscar,Arias Sánchez,Oscar Arias Sánchez,1940-09-13,Heredia,Costa Rica,Heredia,Costa Rica,North America,"Heredia, Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Republic of Vietnam,Vietnam,Democratic Republic of Vietnam (now Vietnam),,,,,,,,,,,,,,,,,,,
1987,1,1/2,1987-10-14,received,2175000,4352280,https://www.nobelprize.org/prizes/physics/1987/summary/,Physics,The Nobel Prize in Physics,for their important break-through in the discovery of superconductivity in ceramic materials,,130,male,https://www.nobelprize.org/laureate/130,J. Georg Bednorz,J. Georg,Bednorz,J. Georg Bednorz,1950-05-16,Neuenkirchen,West Germany,Neuenkirchen,Germany,Europe,"Neuenkirchen, West Germany (now Germany)",,,,,,,,IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Rüschlikon,Switzerland,"Rüschlikon, Switzerland",,,,,,,,,,,,,,,,,,,,,,USA,USA,USA,,,,,,,,,,,,,,,,,,,
1987,2,1/2,1987-10-14,received,2175000,4352280,https://www.nobelprize.org/prizes/physics/1987/summary/,Physics,The Nobel Prize in Physics,for their important break-through in the discovery of superconductivity in ceramic materials,,131,male,https://www.nobelprize.org/laureate/131,K. Alex Müller,K. Alex,Müller,K. Alexander Müller,1927-04-20,Basel,Switzerland,Basel,Switzerland,Europe,"Basel, Switzerland",,,,,,,,IBM Zurich Research Laboratory,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Rüschlikon,Switzerland,"Rüschlikon, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1,1,,received,2175000,4352280,https://www.nobelprize.org/prizes/medicine/1987/summary/,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the genetic principle for generation of antibody diversity,,436,male,https://www.nobelprize.org/laureate/436,Susumu Tonegawa,Susumu,Tonegawa,Susumu Tonegawa,1939-09-05,Nagoya,Japan,Nagoya,Japan,Asia,"Nagoya, Japan",,,,,,,,Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,"Cambridge, MA",USA,"Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,3,1/3,1988-10-19,received,2500000,4729931,https://www.nobelprize.org/prizes/chemistry/1988/summary/,Chemistry,The Nobel Prize in Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,,272,male,https://www.nobelprize.org/laureate/272,Hartmut Michel,Hartmut,Michel,Hartmut Michel,1948-07-18,Ludwigsburg,West Germany,Ludwigsburg,Germany,Europe,"Ludwigsburg, West Germany (now Germany)",,,,,,,,Max-Planck-Institut für Biophysik,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,Frankfurt-on-the-Main,Germany,"Frankfurt-on-the-Main, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,1,1/3,1988-10-19,received,2500000,4729931,https://www.nobelprize.org/prizes/chemistry/1988/summary/,Chemistry,The Nobel Prize in Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,,270,male,https://www.nobelprize.org/laureate/270,Johann Deisenhofer,Johann,Deisenhofer,Johann Deisenhofer,1943-09-30,Zusamaltheim,Germany,Zusamaltheim,Germany,Europe,"Zusamaltheim, Germany",,,,,,,,University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,"Dallas, TX",USA,"Dallas, TX, USA",Howard Hughes Medical Institute,Howard Hughes Medical Institute,,,,,,,,,,,,,,,,,,,,France,France,France,,,,,,,,,,,,,,,,,,,
1988,2,1/3,1988-10-19,received,2500000,4729931,https://www.nobelprize.org/prizes/chemistry/1988/summary/,Chemistry,The Nobel Prize in Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,,271,male,https://www.nobelprize.org/laureate/271,Robert Huber,Robert,Huber,Robert Huber,1937-02-20,Munich,Germany,Munich,Germany,Europe,"Munich, Germany",,,,,,,,Max-Planck-Institut für Biochemie,Max-Planck-Institut für Biochemie,Martinsried,Germany,Martinsried,Germany,"Martinsried, Germany",,,,,,,,,,,,,,,,,,,,,,France,France,France,,,,,,,,,,,,,,,,,,,
1988,1,1,1988-10-18,received,2500000,4729931,https://www.nobelprize.org/prizes/economic-sciences/1988/summary/,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his pioneering contributions to the theory of markets and efficient utilization of resources,,702,male,https://www.nobelprize.org/laureate/702,Maurice Allais,Maurice,Allais,Maurice Allais,1911-05-31,Paris,France,Paris,France,Europe,"Paris, France",2010-10-09,Paris,France,Paris,France,Europe,"Paris, France",École Nationale Supérieur des Mines de Paris,École Nationale Supérieur des Mines de Paris,Paris,France,Paris,France,"Paris, France",,,,,,,,,,,,,,,,,,,,,,USA,USA,USA,,,,,,,,,,,,,,,,,,,
